#Station Long Name,West Barwon Reservoir,,,
#Station Number,RE750,,,
#Station Location Latitude,-38.53182732,,,
#Station Location Longitude,143.7209973,,,
#Parameter Type Name,Storage Level,,,
#Timeseries Name,PR02AHDQaQc.Merged.DailyMean.24HR,,,
#Unit Name,meter,,,
#DATA_OWNER_NAME,VIC - Barwon Region Water Corporation (Barwon Water),,,
#Rows,7625,,,
#Timestamp,Value,Quality Code,Interpolation Type,
2000-01-01T00:00:00.000+10:00,176.06,90,603,4.68
2000-01-02T00:00:00.000+10:00,176.07,90,603,4.69
2000-01-03T00:00:00.000+10:00,176.07,90,603,4.69
2000-01-04T00:00:00.000+10:00,176.08,90,603,4.7
2000-01-05T00:00:00.000+10:00,176.09,90,603,4.71
2000-01-06T00:00:00.000+10:00,176.09,90,603,4.71
2000-01-07T00:00:00.000+10:00,176.1,90,603,4.72
2000-01-08T00:00:00.000+10:00,176.11,90,603,4.73
2000-01-09T00:00:00.000+10:00,176.11,90,603,4.73
2000-01-10T00:00:00.000+10:00,176.12,90,603,4.74
2000-01-11T00:00:00.000+10:00,176.13,90,603,4.75
2000-01-12T00:00:00.000+10:00,176.13,90,603,4.75
2000-01-13T00:00:00.000+10:00,176.14,90,603,4.76
2000-01-14T00:00:00.000+10:00,176.15,90,603,4.77
2000-01-15T00:00:00.000+10:00,176.15,90,603,4.77
2000-01-16T00:00:00.000+10:00,176.16,90,603,4.78
2000-01-17T00:00:00.000+10:00,176.17,90,603,4.79
2000-01-18T00:00:00.000+10:00,176.17,90,603,4.79
2000-01-19T00:00:00.000+10:00,176.18,90,603,4.8
2000-01-20T00:00:00.000+10:00,176.19,90,603,4.81
2000-01-21T00:00:00.000+10:00,176.19,90,603,4.81
2000-01-22T00:00:00.000+10:00,176.2,90,603,4.82
2000-01-23T00:00:00.000+10:00,176.21,90,603,4.83
2000-01-24T00:00:00.000+10:00,176.21,90,603,4.83
2000-01-25T00:00:00.000+10:00,176.22,90,603,4.84
2000-01-26T00:00:00.000+10:00,176.23,90,603,4.85
2000-01-27T00:00:00.000+10:00,176.23,90,603,4.85
2000-01-28T00:00:00.000+10:00,176.24,90,603,4.86
2000-01-29T00:00:00.000+10:00,176.25,90,603,4.87
2000-01-30T00:00:00.000+10:00,176.25,90,603,4.87
2000-01-31T00:00:00.000+10:00,176.23,90,603,4.85
2000-02-01T00:00:00.000+10:00,176.2,90,603,4.82
2000-02-02T00:00:00.000+10:00,176.17,90,603,4.79
2000-02-03T00:00:00.000+10:00,176.14,90,603,4.76
2000-02-04T00:00:00.000+10:00,176.11,90,603,4.73
2000-02-05T00:00:00.000+10:00,176.08,90,603,4.7
2000-02-06T00:00:00.000+10:00,176.05,90,603,4.67
2000-02-07T00:00:00.000+10:00,176.02,90,603,4.64
2000-02-08T00:00:00.000+10:00,175.99,90,603,4.61
2000-02-09T00:00:00.000+10:00,175.96,90,603,4.58
2000-02-10T00:00:00.000+10:00,175.93,90,603,4.55
2000-02-11T00:00:00.000+10:00,175.9,90,603,4.52
2000-02-12T00:00:00.000+10:00,175.87,90,603,4.49
2000-02-13T00:00:00.000+10:00,175.84,90,603,4.46
2000-02-14T00:00:00.000+10:00,175.81,90,603,4.43
2000-02-15T00:00:00.000+10:00,175.78,90,603,4.4
2000-02-16T00:00:00.000+10:00,175.75,90,603,4.37
2000-02-17T00:00:00.000+10:00,175.72,90,603,4.34
2000-02-18T00:00:00.000+10:00,175.69,90,603,4.31
2000-02-19T00:00:00.000+10:00,175.66,90,603,4.28
2000-02-20T00:00:00.000+10:00,175.63,90,603,4.25
2000-02-21T00:00:00.000+10:00,175.6,90,603,4.22
2000-02-22T00:00:00.000+10:00,175.57,90,603,4.19
2000-02-23T00:00:00.000+10:00,175.54,90,603,4.16
2000-02-24T00:00:00.000+10:00,175.51,90,603,4.13
2000-02-25T00:00:00.000+10:00,175.48,90,603,4.1
2000-02-26T00:00:00.000+10:00,175.45,90,603,4.07
2000-02-27T00:00:00.000+10:00,175.42,90,603,4.04
2000-02-28T00:00:00.000+10:00,175.4,90,603,4.02
2000-02-29T00:00:00.000+10:00,175.4,90,603,4.02
2000-03-01T00:00:00.000+10:00,175.39,90,603,4.01
2000-03-02T00:00:00.000+10:00,175.39,90,603,4.01
2000-03-03T00:00:00.000+10:00,175.39,90,603,4.01
2000-03-04T00:00:00.000+10:00,175.38,90,603,4
2000-03-05T00:00:00.000+10:00,175.38,90,603,4
2000-03-06T00:00:00.000+10:00,175.37,90,603,3.99
2000-03-07T00:00:00.000+10:00,175.37,90,603,3.99
2000-03-08T00:00:00.000+10:00,175.37,90,603,3.99
2000-03-09T00:00:00.000+10:00,175.36,90,603,3.98
2000-03-10T00:00:00.000+10:00,175.36,90,603,3.98
2000-03-11T00:00:00.000+10:00,175.35,90,603,3.97
2000-03-12T00:00:00.000+10:00,175.35,90,603,3.97
2000-03-13T00:00:00.000+10:00,175.35,90,603,3.97
2000-03-14T00:00:00.000+10:00,175.34,90,603,3.96
2000-03-15T00:00:00.000+10:00,175.34,90,603,3.96
2000-03-16T00:00:00.000+10:00,175.33,90,603,3.95
2000-03-17T00:00:00.000+10:00,175.33,90,603,3.95
2000-03-18T00:00:00.000+10:00,175.33,90,603,3.95
2000-03-19T00:00:00.000+10:00,175.32,90,603,3.94
2000-03-20T00:00:00.000+10:00,175.32,90,603,3.94
2000-03-21T00:00:00.000+10:00,175.31,90,603,3.93
2000-03-22T00:00:00.000+10:00,175.31,90,603,3.93
2000-03-23T00:00:00.000+10:00,175.31,90,603,3.93
2000-03-24T00:00:00.000+10:00,175.3,90,603,3.92
2000-03-25T00:00:00.000+10:00,175.3,90,603,3.92
2000-03-26T00:00:00.000+10:00,175.29,90,603,3.91
2000-03-27T00:00:00.000+10:00,175.29,90,603,3.91
2000-03-28T00:00:00.000+10:00,175.29,90,603,3.91
2000-03-29T00:00:00.000+10:00,175.28,90,603,3.9
2000-03-30T00:00:00.000+10:00,175.28,90,603,3.9
2000-03-31T00:00:00.000+10:00,175.28,90,603,3.9
2000-04-01T00:00:00.000+10:00,175.29,90,603,3.91
2000-04-02T00:00:00.000+10:00,175.3,90,603,3.92
2000-04-03T00:00:00.000+10:00,175.31,90,603,3.93
2000-04-04T00:00:00.000+10:00,175.32,90,603,3.94
2000-04-05T00:00:00.000+10:00,175.33,90,603,3.95
2000-04-06T00:00:00.000+10:00,175.34,90,603,3.96
2000-04-07T00:00:00.000+10:00,175.35,90,603,3.97
2000-04-08T00:00:00.000+10:00,175.36,90,603,3.98
2000-04-09T00:00:00.000+10:00,175.37,90,603,3.99
2000-04-10T00:00:00.000+10:00,175.38,90,603,4
2000-04-11T00:00:00.000+10:00,175.39,90,603,4.01
2000-04-12T00:00:00.000+10:00,175.4,90,603,4.02
2000-04-13T00:00:00.000+10:00,175.41,90,603,4.03
2000-04-14T00:00:00.000+10:00,175.42,90,603,4.04
2000-04-15T00:00:00.000+10:00,175.42,90,603,4.04
2000-04-16T00:00:00.000+10:00,175.43,90,603,4.05
2000-04-17T00:00:00.000+10:00,175.44,90,603,4.06
2000-04-18T00:00:00.000+10:00,175.45,90,603,4.07
2000-04-19T00:00:00.000+10:00,175.46,90,603,4.08
2000-04-20T00:00:00.000+10:00,175.47,90,603,4.09
2000-04-21T00:00:00.000+10:00,175.48,90,603,4.1
2000-04-22T00:00:00.000+10:00,175.49,90,603,4.11
2000-04-23T00:00:00.000+10:00,175.5,90,603,4.12
2000-04-24T00:00:00.000+10:00,175.51,90,603,4.13
2000-04-25T00:00:00.000+10:00,175.52,90,603,4.14
2000-04-26T00:00:00.000+10:00,175.53,90,603,4.15
2000-04-27T00:00:00.000+10:00,175.54,90,603,4.16
2000-04-28T00:00:00.000+10:00,175.55,90,603,4.17
2000-04-29T00:00:00.000+10:00,175.55,90,603,4.17
2000-04-30T00:00:00.000+10:00,175.58,90,603,4.2
2000-05-01T00:00:00.000+10:00,175.63,90,603,4.25
2000-05-02T00:00:00.000+10:00,175.68,90,603,4.3
2000-05-03T00:00:00.000+10:00,175.73,90,603,4.35
2000-05-04T00:00:00.000+10:00,175.78,90,603,4.4
2000-05-05T00:00:00.000+10:00,175.84,90,603,4.46
2000-05-06T00:00:00.000+10:00,175.89,90,603,4.51
2000-05-07T00:00:00.000+10:00,175.94,90,603,4.56
2000-05-08T00:00:00.000+10:00,175.99,90,603,4.61
2000-05-09T00:00:00.000+10:00,176.04,90,603,4.66
2000-05-10T00:00:00.000+10:00,176.1,90,603,4.72
2000-05-11T00:00:00.000+10:00,176.15,90,603,4.77
2000-05-12T00:00:00.000+10:00,176.2,90,603,4.82
2000-05-13T00:00:00.000+10:00,176.25,90,603,4.87
2000-05-14T00:00:00.000+10:00,176.3,90,603,4.92
2000-05-15T00:00:00.000+10:00,176.36,90,603,4.98
2000-05-16T00:00:00.000+10:00,176.41,90,603,5.03
2000-05-17T00:00:00.000+10:00,176.46,90,603,5.08
2000-05-18T00:00:00.000+10:00,176.51,90,603,5.13
2000-05-19T00:00:00.000+10:00,176.56,90,603,5.18
2000-05-20T00:00:00.000+10:00,176.62,90,603,5.24
2000-05-21T00:00:00.000+10:00,176.67,90,603,5.29
2000-05-22T00:00:00.000+10:00,176.72,90,603,5.34
2000-05-23T00:00:00.000+10:00,176.77,90,603,5.39
2000-05-24T00:00:00.000+10:00,176.82,90,603,5.44
2000-05-25T00:00:00.000+10:00,176.88,90,603,5.5
2000-05-26T00:00:00.000+10:00,176.93,90,603,5.55
2000-05-27T00:00:00.000+10:00,176.98,90,603,5.6
2000-05-28T00:00:00.000+10:00,177.03,90,603,5.65
2000-05-29T00:00:00.000+10:00,177.08,90,603,5.7
2000-05-30T00:00:00.000+10:00,177.11,90,603,5.73
2000-05-31T00:00:00.000+10:00,177.1,90,603,5.72
2000-06-01T00:00:00.000+10:00,177.08,90,603,5.7
2000-06-02T00:00:00.000+10:00,177.06,90,603,5.68
2000-06-03T00:00:00.000+10:00,177.04,90,603,5.66
2000-06-04T00:00:00.000+10:00,177.01,90,603,5.63
2000-06-05T00:00:00.000+10:00,176.99,90,603,5.61
2000-06-06T00:00:00.000+10:00,176.97,90,603,5.59
2000-06-07T00:00:00.000+10:00,176.95,90,603,5.57
2000-06-08T00:00:00.000+10:00,176.93,90,603,5.55
2000-06-09T00:00:00.000+10:00,176.91,90,603,5.53
2000-06-10T00:00:00.000+10:00,176.89,90,603,5.51
2000-06-11T00:00:00.000+10:00,176.86,90,603,5.48
2000-06-12T00:00:00.000+10:00,176.84,90,603,5.46
2000-06-13T00:00:00.000+10:00,176.82,90,603,5.44
2000-06-14T00:00:00.000+10:00,176.8,90,603,5.42
2000-06-15T00:00:00.000+10:00,176.78,90,603,5.4
2000-06-16T00:00:00.000+10:00,176.76,90,603,5.38
2000-06-17T00:00:00.000+10:00,176.74,90,603,5.36
2000-06-18T00:00:00.000+10:00,176.71,90,603,5.33
2000-06-19T00:00:00.000+10:00,176.69,90,603,5.31
2000-06-20T00:00:00.000+10:00,176.67,90,603,5.29
2000-06-21T00:00:00.000+10:00,176.65,90,603,5.27
2000-06-22T00:00:00.000+10:00,176.63,90,603,5.25
2000-06-23T00:00:00.000+10:00,176.61,90,603,5.23
2000-06-24T00:00:00.000+10:00,176.59,90,603,5.21
2000-06-25T00:00:00.000+10:00,176.56,90,603,5.18
2000-06-26T00:00:00.000+10:00,176.54,90,603,5.16
2000-06-27T00:00:00.000+10:00,176.52,90,603,5.14
2000-06-28T00:00:00.000+10:00,176.5,90,603,5.12
2000-06-29T00:00:00.000+10:00,176.49,90,603,5.11
2000-06-30T00:00:00.000+10:00,176.54,90,603,5.16
2000-07-01T00:00:00.000+10:00,176.64,90,603,5.26
2000-07-02T00:00:00.000+10:00,176.74,90,603,5.36
2000-07-03T00:00:00.000+10:00,176.84,90,603,5.46
2000-07-04T00:00:00.000+10:00,176.94,90,603,5.56
2000-07-05T00:00:00.000+10:00,177.04,90,603,5.66
2000-07-06T00:00:00.000+10:00,177.14,90,603,5.76
2000-07-07T00:00:00.000+10:00,177.24,90,603,5.86
2000-07-08T00:00:00.000+10:00,177.33,90,603,5.95
2000-07-09T00:00:00.000+10:00,177.43,90,603,6.05
2000-07-10T00:00:00.000+10:00,177.53,90,603,6.15
2000-07-11T00:00:00.000+10:00,177.63,90,603,6.25
2000-07-12T00:00:00.000+10:00,177.73,90,603,6.35
2000-07-13T00:00:00.000+10:00,177.83,90,603,6.45
2000-07-14T00:00:00.000+10:00,177.93,90,603,6.55
2000-07-15T00:00:00.000+10:00,178.03,90,603,6.65
2000-07-16T00:00:00.000+10:00,178.13,90,603,6.75
2000-07-17T00:00:00.000+10:00,178.23,90,603,6.85
2000-07-18T00:00:00.000+10:00,178.33,90,603,6.95
2000-07-19T00:00:00.000+10:00,178.43,90,603,7.05
2000-07-20T00:00:00.000+10:00,178.53,90,603,7.15
2000-07-21T00:00:00.000+10:00,178.63,90,603,7.25
2000-07-22T00:00:00.000+10:00,178.73,90,603,7.35
2000-07-23T00:00:00.000+10:00,178.82,90,603,7.44
2000-07-24T00:00:00.000+10:00,178.92,90,603,7.54
2000-07-25T00:00:00.000+10:00,179.02,90,603,7.64
2000-07-26T00:00:00.000+10:00,179.12,90,603,7.74
2000-07-27T00:00:00.000+10:00,179.22,90,603,7.84
2000-07-28T00:00:00.000+10:00,179.32,90,603,7.94
2000-07-29T00:00:00.000+10:00,179.42,90,603,8.04
2000-07-30T00:00:00.000+10:00,179.47,90,603,8.09
2000-07-31T00:00:00.000+10:00,179.49,90,603,8.11
2000-08-01T00:00:00.000+10:00,179.53,90,603,8.15
2000-08-02T00:00:00.000+10:00,179.57,90,603,8.19
2000-08-03T00:00:00.000+10:00,179.61,90,603,8.23
2000-08-04T00:00:00.000+10:00,179.65,90,603,8.27
2000-08-05T00:00:00.000+10:00,179.69,90,603,8.31
2000-08-06T00:00:00.000+10:00,179.73,90,603,8.35
2000-08-07T00:00:00.000+10:00,179.77,90,603,8.39
2000-08-08T00:00:00.000+10:00,179.81,90,603,8.43
2000-08-09T00:00:00.000+10:00,179.85,90,603,8.47
2000-08-10T00:00:00.000+10:00,179.89,90,603,8.51
2000-08-11T00:00:00.000+10:00,179.93,90,603,8.55
2000-08-12T00:00:00.000+10:00,179.97,90,603,8.59
2000-08-13T00:00:00.000+10:00,180.01,90,603,8.63
2000-08-14T00:00:00.000+10:00,180.05,90,603,8.67
2000-08-15T00:00:00.000+10:00,180.1,90,603,8.72
2000-08-16T00:00:00.000+10:00,180.14,90,603,8.76
2000-08-17T00:00:00.000+10:00,180.18,90,603,8.8
2000-08-18T00:00:00.000+10:00,180.22,90,603,8.84
2000-08-19T00:00:00.000+10:00,180.26,90,603,8.88
2000-08-20T00:00:00.000+10:00,180.3,90,603,8.92
2000-08-21T00:00:00.000+10:00,180.34,90,603,8.96
2000-08-22T00:00:00.000+10:00,180.38,90,603,9
2000-08-23T00:00:00.000+10:00,180.42,90,603,9.04
2000-08-24T00:00:00.000+10:00,180.46,90,603,9.08
2000-08-25T00:00:00.000+10:00,180.5,90,603,9.12
2000-08-26T00:00:00.000+10:00,180.54,90,603,9.16
2000-08-27T00:00:00.000+10:00,180.58,90,603,9.2
2000-08-28T00:00:00.000+10:00,180.62,90,603,9.24
2000-08-29T00:00:00.000+10:00,180.66,90,603,9.28
2000-08-30T00:00:00.000+10:00,180.68,90,603,9.3
2000-08-31T00:00:00.000+10:00,180.74,90,603,9.36
2000-09-01T00:00:00.000+10:00,180.86,90,603,9.48
2000-09-02T00:00:00.000+10:00,180.98,90,603,9.6
2000-09-03T00:00:00.000+10:00,181.1,90,603,9.72
2000-09-04T00:00:00.000+10:00,181.23,90,603,9.85
2000-09-05T00:00:00.000+10:00,181.35,90,603,9.97
2000-09-06T00:00:00.000+10:00,181.47,90,603,10.09
2000-09-07T00:00:00.000+10:00,181.59,90,603,10.21
2000-09-08T00:00:00.000+10:00,181.71,90,603,10.33
2000-09-09T00:00:00.000+10:00,181.83,90,603,10.45
2000-09-10T00:00:00.000+10:00,181.95,90,603,10.57
2000-09-11T00:00:00.000+10:00,182.08,90,603,10.7
2000-09-12T00:00:00.000+10:00,182.2,90,603,10.82
2000-09-13T00:00:00.000+10:00,182.32,90,603,10.94
2000-09-14T00:00:00.000+10:00,182.44,90,603,11.06
2000-09-15T00:00:00.000+10:00,182.56,90,603,11.18
2000-09-16T00:00:00.000+10:00,182.68,90,603,11.3
2000-09-17T00:00:00.000+10:00,182.8,90,603,11.42
2000-09-18T00:00:00.000+10:00,182.93,90,603,11.55
2000-09-19T00:00:00.000+10:00,183.05,90,603,11.67
2000-09-20T00:00:00.000+10:00,183.17,90,603,11.79
2000-09-21T00:00:00.000+10:00,183.29,90,603,11.91
2000-09-22T00:00:00.000+10:00,183.41,90,603,12.03
2000-09-23T00:00:00.000+10:00,183.53,90,603,12.15
2000-09-24T00:00:00.000+10:00,183.65,90,603,12.27
2000-09-25T00:00:00.000+10:00,183.78,90,603,12.4
2000-09-26T00:00:00.000+10:00,183.9,90,603,12.52
2000-09-27T00:00:00.000+10:00,184.02,90,603,12.64
2000-09-28T00:00:00.000+10:00,184.14,90,603,12.76
2000-09-29T00:00:00.000+10:00,184.2,90,603,12.82
2000-09-30T00:00:00.000+10:00,184.23,90,603,12.85
2000-10-01T00:00:00.000+10:00,184.3,90,603,12.92
2000-10-02T00:00:00.000+10:00,184.37,90,603,12.99
2000-10-03T00:00:00.000+10:00,184.44,90,603,13.06
2000-10-04T00:00:00.000+10:00,184.51,90,603,13.13
2000-10-05T00:00:00.000+10:00,184.58,90,603,13.2
2000-10-06T00:00:00.000+10:00,184.64,90,603,13.26
2000-10-07T00:00:00.000+10:00,184.71,90,603,13.33
2000-10-08T00:00:00.000+10:00,184.78,90,603,13.4
2000-10-09T00:00:00.000+10:00,184.85,90,603,13.47
2000-10-10T00:00:00.000+10:00,184.92,90,603,13.54
2000-10-11T00:00:00.000+10:00,184.99,90,603,13.61
2000-10-12T00:00:00.000+10:00,185.05,90,603,13.67
2000-10-13T00:00:00.000+10:00,185.12,90,603,13.74
2000-10-14T00:00:00.000+10:00,185.19,90,603,13.81
2000-10-15T00:00:00.000+10:00,185.26,90,603,13.88
2000-10-16T00:00:00.000+10:00,185.33,90,603,13.95
2000-10-17T00:00:00.000+10:00,185.4,90,603,14.02
2000-10-18T00:00:00.000+10:00,185.46,90,603,14.08
2000-10-19T00:00:00.000+10:00,185.53,90,603,14.15
2000-10-20T00:00:00.000+10:00,185.6,90,603,14.22
2000-10-21T00:00:00.000+10:00,185.67,90,603,14.29
2000-10-22T00:00:00.000+10:00,185.74,90,603,14.36
2000-10-23T00:00:00.000+10:00,185.81,90,603,14.43
2000-10-24T00:00:00.000+10:00,185.87,90,603,14.49
2000-10-25T00:00:00.000+10:00,185.94,90,603,14.56
2000-10-26T00:00:00.000+10:00,186.01,90,603,14.63
2000-10-27T00:00:00.000+10:00,186.08,90,603,14.7
2000-10-28T00:00:00.000+10:00,186.15,90,603,14.77
2000-10-29T00:00:00.000+10:00,186.22,90,603,14.84
2000-10-30T00:00:00.000+10:00,186.25,90,603,14.87
2000-10-31T00:00:00.000+10:00,186.23,90,603,14.85
2000-11-01T00:00:00.000+10:00,186.19,90,603,14.81
2000-11-02T00:00:00.000+10:00,186.15,90,603,14.77
2000-11-03T00:00:00.000+10:00,186.11,90,603,14.73
2000-11-04T00:00:00.000+10:00,186.07,90,603,14.69
2000-11-05T00:00:00.000+10:00,186.04,90,603,14.66
2000-11-06T00:00:00.000+10:00,186,90,603,14.62
2000-11-07T00:00:00.000+10:00,185.96,90,603,14.58
2000-11-08T00:00:00.000+10:00,185.92,90,603,14.54
2000-11-09T00:00:00.000+10:00,185.88,90,603,14.5
2000-11-10T00:00:00.000+10:00,185.84,90,603,14.46
2000-11-11T00:00:00.000+10:00,185.8,90,603,14.42
2000-11-12T00:00:00.000+10:00,185.76,90,603,14.38
2000-11-13T00:00:00.000+10:00,185.72,90,603,14.34
2000-11-14T00:00:00.000+10:00,185.69,90,603,14.31
2000-11-15T00:00:00.000+10:00,185.65,90,603,14.27
2000-11-16T00:00:00.000+10:00,185.61,90,603,14.23
2000-11-17T00:00:00.000+10:00,185.57,90,603,14.19
2000-11-18T00:00:00.000+10:00,185.53,90,603,14.15
2000-11-19T00:00:00.000+10:00,185.49,90,603,14.11
2000-11-20T00:00:00.000+10:00,185.45,90,603,14.07
2000-11-21T00:00:00.000+10:00,185.41,90,603,14.03
2000-11-22T00:00:00.000+10:00,185.37,90,603,13.99
2000-11-23T00:00:00.000+10:00,185.33,90,603,13.95
2000-11-24T00:00:00.000+10:00,185.3,90,603,13.92
2000-11-25T00:00:00.000+10:00,185.26,90,603,13.88
2000-11-26T00:00:00.000+10:00,185.22,90,603,13.84
2000-11-27T00:00:00.000+10:00,185.18,90,603,13.8
2000-11-28T00:00:00.000+10:00,185.14,90,603,13.76
2000-11-29T00:00:00.000+10:00,185.12,90,603,13.74
2000-11-30T00:00:00.000+10:00,185.06,90,603,13.68
2000-12-01T00:00:00.000+10:00,184.95,90,603,13.57
2000-12-02T00:00:00.000+10:00,184.84,90,603,13.46
2000-12-03T00:00:00.000+10:00,184.73,90,603,13.35
2000-12-04T00:00:00.000+10:00,184.62,90,603,13.24
2000-12-05T00:00:00.000+10:00,184.51,90,603,13.13
2000-12-06T00:00:00.000+10:00,184.4,90,603,13.02
2000-12-07T00:00:00.000+10:00,184.29,90,603,12.91
2000-12-08T00:00:00.000+10:00,184.18,90,603,12.8
2000-12-09T00:00:00.000+10:00,184.07,90,603,12.69
2000-12-10T00:00:00.000+10:00,183.95,90,603,12.57
2000-12-11T00:00:00.000+10:00,183.84,90,603,12.46
2000-12-12T00:00:00.000+10:00,183.73,90,603,12.35
2000-12-13T00:00:00.000+10:00,183.62,90,603,12.24
2000-12-14T00:00:00.000+10:00,183.51,90,603,12.13
2000-12-15T00:00:00.000+10:00,183.4,90,603,12.02
2000-12-16T00:00:00.000+10:00,183.29,90,603,11.91
2000-12-17T00:00:00.000+10:00,183.18,90,603,11.8
2000-12-18T00:00:00.000+10:00,183.07,90,603,11.69
2000-12-19T00:00:00.000+10:00,182.96,90,603,11.58
2000-12-20T00:00:00.000+10:00,182.84,90,603,11.46
2000-12-21T00:00:00.000+10:00,182.73,90,603,11.35
2000-12-22T00:00:00.000+10:00,182.62,90,603,11.24
2000-12-23T00:00:00.000+10:00,182.51,90,603,11.13
2000-12-24T00:00:00.000+10:00,182.4,90,603,11.02
2000-12-25T00:00:00.000+10:00,182.29,90,603,10.91
2000-12-26T00:00:00.000+10:00,182.18,90,603,10.8
2000-12-27T00:00:00.000+10:00,182.07,90,603,10.69
2000-12-28T00:00:00.000+10:00,181.96,90,603,10.58
2000-12-29T00:00:00.000+10:00,181.85,90,603,10.47
2000-12-30T00:00:00.000+10:00,181.79,90,603,10.41
2000-12-31T00:00:00.000+10:00,181.74,90,603,10.36
2001-01-01T00:00:00.000+10:00,181.64,90,603,10.26
2001-01-02T00:00:00.000+10:00,181.54,90,603,10.16
2001-01-03T00:00:00.000+10:00,181.44,90,603,10.06
2001-01-04T00:00:00.000+10:00,181.34,90,603,9.96
2001-01-05T00:00:00.000+10:00,181.24,90,603,9.86
2001-01-06T00:00:00.000+10:00,181.14,90,603,9.76
2001-01-07T00:00:00.000+10:00,181.05,90,603,9.67
2001-01-08T00:00:00.000+10:00,180.95,90,603,9.57
2001-01-09T00:00:00.000+10:00,180.85,90,603,9.47
2001-01-10T00:00:00.000+10:00,180.75,90,603,9.37
2001-01-11T00:00:00.000+10:00,180.65,90,603,9.27
2001-01-12T00:00:00.000+10:00,180.55,90,603,9.17
2001-01-13T00:00:00.000+10:00,180.45,90,603,9.07
2001-01-14T00:00:00.000+10:00,180.35,90,603,8.97
2001-01-15T00:00:00.000+10:00,180.25,90,603,8.87
2001-01-16T00:00:00.000+10:00,180.15,90,603,8.77
2001-01-17T00:00:00.000+10:00,180.05,90,603,8.67
2001-01-18T00:00:00.000+10:00,179.95,90,603,8.57
2001-01-19T00:00:00.000+10:00,179.85,90,603,8.47
2001-01-20T00:00:00.000+10:00,179.75,90,603,8.37
2001-01-21T00:00:00.000+10:00,179.65,90,603,8.27
2001-01-22T00:00:00.000+10:00,179.56,90,603,8.18
2001-01-23T00:00:00.000+10:00,179.46,90,603,8.08
2001-01-24T00:00:00.000+10:00,179.36,90,603,7.98
2001-01-25T00:00:00.000+10:00,179.26,90,603,7.88
2001-01-26T00:00:00.000+10:00,179.16,90,603,7.78
2001-01-27T00:00:00.000+10:00,179.06,90,603,7.68
2001-01-28T00:00:00.000+10:00,178.96,90,603,7.58
2001-01-29T00:00:00.000+10:00,178.86,90,603,7.48
2001-01-30T00:00:00.000+10:00,178.81,90,603,7.43
2001-01-31T00:00:00.000+10:00,178.77,90,603,7.39
2001-02-01T00:00:00.000+10:00,178.7,90,603,7.32
2001-02-02T00:00:00.000+10:00,178.63,90,603,7.25
2001-02-03T00:00:00.000+10:00,178.55,90,603,7.17
2001-02-04T00:00:00.000+10:00,178.48,90,603,7.1
2001-02-05T00:00:00.000+10:00,178.41,90,603,7.03
2001-02-06T00:00:00.000+10:00,178.34,90,603,6.96
2001-02-07T00:00:00.000+10:00,178.26,90,603,6.88
2001-02-08T00:00:00.000+10:00,178.19,90,603,6.81
2001-02-09T00:00:00.000+10:00,178.12,90,603,6.74
2001-02-10T00:00:00.000+10:00,178.04,90,603,6.66
2001-02-11T00:00:00.000+10:00,177.97,90,603,6.59
2001-02-12T00:00:00.000+10:00,177.9,90,603,6.52
2001-02-13T00:00:00.000+10:00,177.83,90,603,6.45
2001-02-14T00:00:00.000+10:00,177.75,90,603,6.37
2001-02-15T00:00:00.000+10:00,177.68,90,603,6.3
2001-02-16T00:00:00.000+10:00,177.61,90,603,6.23
2001-02-17T00:00:00.000+10:00,177.53,90,603,6.15
2001-02-18T00:00:00.000+10:00,177.46,90,603,6.08
2001-02-19T00:00:00.000+10:00,177.39,90,603,6.01
2001-02-20T00:00:00.000+10:00,177.31,90,603,5.93
2001-02-21T00:00:00.000+10:00,177.24,90,603,5.86
2001-02-22T00:00:00.000+10:00,177.17,90,603,5.79
2001-02-23T00:00:00.000+10:00,177.1,90,603,5.72
2001-02-24T00:00:00.000+10:00,177.02,90,603,5.64
2001-02-25T00:00:00.000+10:00,176.95,90,603,5.57
2001-02-26T00:00:00.000+10:00,176.88,90,603,5.5
2001-02-27T00:00:00.000+10:00,176.84,90,603,5.46
2001-02-28T00:00:00.000+10:00,176.84,90,603,5.46
2001-03-01T00:00:00.000+10:00,176.84,90,603,5.46
2001-03-02T00:00:00.000+10:00,176.84,90,603,5.46
2001-03-03T00:00:00.000+10:00,176.84,90,603,5.46
2001-03-04T00:00:00.000+10:00,176.84,90,603,5.46
2001-03-05T00:00:00.000+10:00,176.84,90,603,5.46
2001-03-06T00:00:00.000+10:00,176.84,90,603,5.46
2001-03-07T00:00:00.000+10:00,176.85,90,603,5.47
2001-03-08T00:00:00.000+10:00,176.85,90,603,5.47
2001-03-09T00:00:00.000+10:00,176.85,90,603,5.47
2001-03-10T00:00:00.000+10:00,176.85,90,603,5.47
2001-03-11T00:00:00.000+10:00,176.85,90,603,5.47
2001-03-12T00:00:00.000+10:00,176.85,90,603,5.47
2001-03-13T00:00:00.000+10:00,176.85,90,603,5.47
2001-03-14T00:00:00.000+10:00,176.85,90,603,5.47
2001-03-15T00:00:00.000+10:00,176.85,90,603,5.47
2001-03-16T00:00:00.000+10:00,176.85,90,603,5.47
2001-03-17T00:00:00.000+10:00,176.85,90,603,5.47
2001-03-18T00:00:00.000+10:00,176.85,90,603,5.47
2001-03-19T00:00:00.000+10:00,176.85,90,603,5.47
